DATA INICIAL;DATA FINAL;PRODUTO;NÚMERO DE POSTOS PESQUISADOS;UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA;PREÇO MÉDIO DISTRIBUIÇÃO;DESVIO PADRÃO DISTRIBUIÇÃO;PREÇO MÍNIMO DISTRIBUIÇÃO;PREÇO MÁXIMO DISTRIBUIÇÃO;COEF DE VARIAÇÃO DISTRIBUIÇÃO;
21/07/2013;2013-07-27;GASOLINA COMUM;8645;R$/l;2,840;0,169;2,350;3,699;0,398;0,060;2,442;0,114;2,097;2,950;0,047;
21/07/2013;2013-07-27;GLP;8008;R$/13Kg;40,926;4,257;27,000;62,000;10,812;0,104;30,114;4,664;14,660;45,000;0,155;
21/07/2013;2013-07-27;GNV;527;R$/m3;1,797;0,165;1,389;2,799;0,434;0,092;1,363;0,177;1,018;1,949;0,130;
21/07/2013;2013-07-27;OLEO DIESEL;6359;R$/l;2,333;0,114;1,989;3,020;0,279;0,049;2,054;0,080;1,860;2,602;0,039;
21/07/2013;2013-07-27;OLEO DIESEL S10;2548;R$/l;2,441;0,119;2,199;3,100;0,281;0,049;2,160;0,079;1,934;2,678;0,037;
28/07/2013;2013-08-03;ETANOL HIDRATADO;8039;R$/l;1,908;0,303;1,410;3,120;0,310;0,159;1,598;0,277;1,159;2,396;0,173;
28/07/2013;2013-08-03;GASOLINA COMUM;8646;R$/l;2,835;0,171;2,330;3,699;0,396;0,060;2,439;0,116;2,082;2,950;0,048;
28/07/2013;2013-08-03;GLP;8008;R$/13Kg;40,938;4,251;27,000;62,000;10,774;0,104;30,164;4,666;14,660;45,000;0,155;
28/07/2013;2013-08-03;GNV;512;R$/m3;1,785;0,163;1,399;2,430;0,387;0,091;1,398;0,168;0,938;1,949;0,120;
28/07/2013;2013-08-03;OLEO DIESEL;6396;R$/l;2,329;0,115;1,969;3,060;0,275;0,049;2,054;0,082;1,820;2,650;0,040;
28/07/2013;2013-08-03;OLEO DIESEL S10;2530;R$/l;2,427;0,119;2,160;3,100;0,263;0,049;2,164;0,082;1,911;2,678;0,038;
04/08/2013;2013-08-10;ETANOL HIDRATADO;8040;R$/l;1,903;0,303;1,279;3,120;0,316;0,159;1,587;0,277;1,210;2,389;0,175;
04/08/2013;2013-08-10;GASOLINA COMUM;8639;R$/l;2,830;0,172;2,379;3,699;0,395;0,061;2,435;0,117;2,082;2,950;0,048;
04/08/2013;2013-08-10;GLP;8006;R$/13Kg;40,965;4,230;27,000;62,000;10,882;0,103;30,083;4,694;14,660;45,000;0,156;
04/08/2013;2013-08-10;GNV;529;R$/m3;1,782;0,169;1,399;2,799;0,398;0,095;1,384;0,168;0,938;1,949;0,121;
04/08/2013;2013-08-10;OLEO DIESEL;6374;R$/l;2,332;0,115;1,989;3,060;0,281;0,049;2,051;0,083;1,752;2,650;0,040;
04/08/2013;2013-08-10;OLEO DIESEL S10;2577;R$/l;2,426;0,121;2,199;3,100;0,268;0,050;2,158;0,084;1,911;2,678;0,039;
11/08/2013;2013-08-17;ETANOL HIDRATADO;8054;R$/l;1,905;0,303;1,259;3,120;0,328;0,159;1,577;0,276;1,210;2,392;0,175;
11/08/2013;2013-08-17;GASOLINA COMUM;8647;R$/l;2,834;0,170;2,349;3,699;0,400;0,060;2,434;0,117;2,140;2,929;0,048;
11/08/2013;2013-08-17;GLP;8002;R$/13Kg;40,949;4,269;27,000;62,000;11,148;0,104;29,801;4,904;14,660;45,000;0,165;
11/08/2013;2013-08-17;GNV;491;R$/m3;1,783;0,174;1,399;2,699;0,414;0,098;1,369;0,159;1,073;1,949;0,116;
11/08/2013;2013-08-17;OLEO DIESEL;6351;R$/l;2,333;0,115;1,989;3,060;0,283;0,049;2,050;0,081;1,800;2,650;0,040;
11/08/2013;2013-08-17;OLEO DIESEL S10;2553;R$/l;2,429;0,118;2,190;3,100;0,269;0,049;2,160;0,080;1,911;2,607;0,037;
18/08/2013;2013-08-24;ETANOL HIDRATADO;8048;R$/l;1,907;0,303;1,259;3,020;0,332;0,159;1,575;0,275;1,154;2,396;0,175;
18/08/2013;2013-08-24;GASOLINA COMUM;8644;R$/l;2,841;0,167;2,399;3,699;0,405;0,059;2,436;0,115;2,140;2,925;0,047;
18/08/2013;2013-08-24;GLP;8007;R$/13Kg;41,003;4,241;27,000;62,000;11,127;0,103;29,876;4,877;14,660;45,000;0,163;
18/08/2013;2013-08-24;GNV;521;R$/m3;1,794;0,166;1,399;2,699;0,418;0,093;1,376;0,164;0,930;1,949;0,119;
18/08/2013;2013-08-24;OLEO DIESEL;6338;R$/l;2,332;0,115;1,989;3,060;0,281;0,049;2,051;0,081;1,820;2,619;0,039;
18/08/2013;2013-08-24;OLEO DIESEL S10;2644;R$/l;2,431;0,119;2,199;3,100;0,276;0,049;2,155;0,081;1,911;2,600;0,038;
25/08/2013;2013-08-31;ETANOL HIDRATADO;8060;R$/l;1,894;0,306;1,319;3,020;0,326;0,162;1,568;0,269;1,154;2,392;0,172;
25/08/2013;2013-08-31;GASOLINA COMUM;8650;R$/l;2,835;0,169;2,379;3,699;0,405;0,060;2,430;0,118;2,100;2,934;0,049;
25/08/2013;2013-08-31;GLP;7990;R$/13Kg;40,980;4,239;27,000;62,000;11,104;0,103;29,876;4,891;14,660;45,000;0,164;
25/08/2013;2013-08-31;GNV;520;R$/m3;1,782;0,170;1,399;2,699;0,415;0,095;1,367;0,162;1,036;1,949;0,119;
25/08/2013;2013-08-31;OLEO DIESEL;6353;R$/l;2,331;0,116;1,989;3,060;0,281;0,050;2,050;0,084;1,795;2,656;0,041;
25/08/2013;2013-08-31;OLEO DIESEL S10;2660;R$/l;2,433;0,121;2,179;3,150;0,275;0,050;2,158;0,083;1,981;2,674;0,038;
01/09/2013;2013-09-07;ETANOL HIDRATADO;8053;R$/l;1,891;0,305;1,279;3,020;0,320;0,161;1,571;0,265;1,201;2,392;0,169;
01/09/2013;2013-09-07;GASOLINA COMUM;8647;R$/l;2,832;0,170;2,389;3,699;0,400;0,060;2,432;0,116;2,034;2,934;0,048;
01/09/2013;2013-09-07;GLP;7998;R$/13Kg;41,097;4,295;27,000;62,000;11,457;0,105;29,640;4,934;14,660;45,000;0,166;
01/09/2013;2013-09-07;GNV;539;R$/m3;1,775;0,176;1,399;2,699;0,410;0,099;1,365;0,159;1,036;1,949;0,116;
01/09/2013;2013-09-07;OLEO DIESEL;6276;R$/l;2,332;0,117;1,989;3,060;0,282;0,050;2,050;0,083;1,867;2,656;0,040;
01/09/2013;2013-09-07;OLEO DIESEL S10;2762;R$/l;2,426;0,120;2,199;3,150;0,273;0,049;2,153;0,085;1,923;2,674;0,039;
08/09/2013;2013-09-14;ETANOL HIDRATADO;8016;R$/l;1,890;0,307;1,297;2,999;0,309;0,162;1,581;0,262;1,197;2,494;0,166;
08/09/2013;2013-09-14;GASOLINA COMUM;8644;R$/l;2,833;0,170;2,370;3,699;0,402;0,060;2,431;0,118;2,025;2,935;0,049;
08/09/2013;2013-09-14;GLP;7988;R$/13Kg;41,477;4,388;26,000;62,000;11,768;0,106;29,709;5,130;15,930;45,000;0,173;
08/09/2013;2013-09-14;GNV;516;R$/m3;1,785;0,172;1,399;2,699;0,408;0,096;1,377;0,209;1,008;2,265;0,152;
08/09/2013;2013-09-14;OLEO DIESEL;6344;R$/l;2,330;0,116;2,033;3,060;0,279;0,050;2,051;0,082;1,720;2,656;0,040;
08/09/2013;2013-09-14;OLEO DIESEL S10;2763;R$/l;2,425;0,119;2,199;3,150;0,266;0,049;2,159;0,081;1,923;2,674;0,038;
15/09/2013;2013-09-21;ETANOL HIDRATADO;8039;R$/l;1,898;0,300;1,379;2,999;0,311;0,158;1,587;0,261;1,184;2,494;0,164;
15/09/2013;2013-09-21;GASOLINA COMUM;8641;R$/l;2,835;0,167;2,390;3,699;0,400;0,059;2,435;0,118;2,025;2,935;0,048;
15/09/2013;2013-09-21;GLP;7990;R$/13Kg;41,650;4,399;26,000;62,000;11,812;0,106;29,838;5,112;15,500;45,000;0,171;
15/09/2013;2013-09-21;GNV;546;R$/m3;1,786;0,166;1,399;2,699;0,421;0,093;1,365;0,182;1,000;2,265;0,133;
15/09/2013;2013-09-21;OLEO DIESEL;6247;R$/l;2,333;0,116;2,019;3,060;0,282;0,050;2,051;0,083;1,720;2,656;0,040;
15/09/2013;2013-09-21;OLEO DIESEL S10;2859;R$/l;2,435;0,119;2,176;3,150;0,272;0,049;2,163;0,083;1,934;2,674;0,038;
22/09/2013;2013-09-28;ETANOL HIDRATADO;8034;R$/l;1,898;0,299;1,379;2,999;0,300;0,158;1,598;0,252;1,185;2,515;0,158;
22/09/2013;2013-09-28;GASOLINA COMUM;8659;R$/l;2,835;0,168;2,390;3,699;0,396;0,059;2,439;0,112;2,140;2,942;0,046;
22/09/2013;2013-09-28;GLP;8000;R$/13Kg;41,879;4,364;26,000;62,000;11,767;0,104;30,112;5,110;14,660;45,000;0,170;
22/09/2013;2013-09-28;GNV;522;R$/m3;1,789;0,182;1,399;2,699;0,416;0,102;1,373;0,184;1,011;2,265;0,134;
22/09/2013;2013-09-28;OLEO DIESEL;6344;R$/l;2,330;0,117;1,989;3,060;0,280;0,050;2,050;0,083;1,720;2,650;0,040;
22/09/2013;2013-09-28;OLEO DIESEL S10;2791;R$/l;2,432;0,119;2,199;3,100;0,271;0,049;2,161;0,081;1,934;2,674;0,037;
29/09/2013;2013-10-05;ETANOL HIDRATADO;8028;R$/l;1,904;0,293;1,396;2,999;0,298;0,154;1,606;0,246;1,219;2,515;0,153;
29/09/2013;2013-10-05;GASOLINA COMUM;8651;R$/l;2,836;0,166;2,399;3,699;0,397;0,059;2,439;0,112;2,140;2,972;0,046;
29/09/2013;2013-10-05;GLP;8002;R$/13Kg;41,914;4,389;26,000;62,000;11,866;0,105;30,048;5,097;14,660;45,000;0,170;
29/09/2013;2013-10-05;GNV;518;R$/m3;1,791;0,188;1,399;2,699;0,413;0,105;1,378;0,198;1,011;1,977;0,144;
29/09/2013;2013-10-05;OLEO DIESEL;6231;R$/l;2,333;0,117;1,949;3,060;0,283;0,050;2,050;0,083;1,720;2,650;0,040;
29/09/2013;2013-10-05;OLEO DIESEL S10;2890;R$/l;2,426;0,119;2,130;3,100;0,269;0,049;2,157;0,084;1,934;2,674;0,039;
06/10/2013;2013-10-12;ETANOL HIDRATADO;8004;R$/l;1,914;0,290;1,489;2,990;0,293;0,152;1,621;0,241;1,243;2,410;0,149;
06/10/2013;2013-10-12;GASOLINA COMUM;8644;R$/l;2,832;0,167;2,390;3,699;0,389;0,059;2,443;0,114;2,025;2,951;0,047;
06/10/2013;2013-10-12;GLP;7996;R$/13Kg;42,008;4,308;28,000;62,000;11,917;0,103;30,091;5,266;15,930;45,000;0,175;
06/10/2013;2013-10-12;GNV;503;R$/m3;1,785;0,177;1,399;2,699;0,412;0,099;1,373;0,194;1,011;2,265;0,141;
06/10/2013;2013-10-12;OLEO DIESEL;6311;R$/l;2,332;0,116;1,990;3,060;0,283;0,050;2,049;0,086;1,480;2,656;0,042;
06/10/2013;2013-10-12;OLEO DIESEL S10;2859;R$/l;2,427;0,120;1,938;3,150;0,273;0,049;2,154;0,084;1,966;2,674;0,039;
13/10/2013;2013-10-19;ETANOL HIDRATADO;8018;R$/l;1,911;0,289;1,489;2,990;0,285;0,151;1,626;0,235;1,290;2,410;0,145;
13/10/2013;2013-10-19;GASOLINA COMUM;8642;R$/l;2,830;0,169;2,390;3,699;0,388;0,060;2,442;0,115;2,025;2,951;0,047;
13/10/2013;2013-10-19;GLP;7999;R$/13Kg;42,105;4,362;26,000;62,000;12,002;0,104;30,103;5,136;14,660;45,000;0,171;
13/10/2013;2013-10-19;GNV;539;R$/m3;1,793;0,176;1,389;2,699;0,429;0,098;1,364;0,193;1,011;2,265;0,141;
13/10/2013;2013-10-19;OLEO DIESEL;6292;R$/l;2,332;0,116;1,989;3,060;0,281;0,050;2,051;0,085;1,720;2,656;0,041;
13/10/2013;2013-10-19;OLEO DIESEL S10;2927;R$/l;2,430;0,118;2,150;3,150;0,273;0,049;2,157;0,084;1,966;2,674;0,039;
20/10/2013;2013-10-26;ETANOL HIDRATADO;8012;R$/l;1,917;0,288;1,450;2,990;0,285;0,150;1,632;0,235;1,220;2,371;0,144;
20/10/2013;2013-10-26;GASOLINA COMUM;8644;R$/l;2,834;0,171;2,350;3,699;0,390;0,060;2,444;0,116;2,116;2,961;0,047;
20/10/2013;2013-10-26;GLP;7992;R$/13Kg;42,249;4,292;28,000;62,000;12,115;0,102;30,134;5,133;14,996;45,000;0,170;
20/10/2013;2013-10-26;GNV;495;R$/m3;1,786;0,182;1,399;2,699;0,425;0,102;1,361;0,171;1,011;1,977;0,126;
20/10/2013;2013-10-26;OLEO DIESEL;6246;R$/l;2,332;0,117;1,989;3,060;0,284;0,050;2,048;0,084;1,786;2,656;0,041;
20/10/2013;2013-10-26;OLEO DIESEL S10;2896;R$/l;2,428;0,122;2,190;3,150;0,272;0,050;2,156;0,086;1,980;2,674;0,040;
27/10/2013;2013-11-02;ETANOL HIDRATADO;8007;R$/l;1,921;0,286;1,449;2,990;0,291;0,149;1,630;0,235;1,220;2,313;0,144;
27/10/2013;2013-11-02;GASOLINA COMUM;8643;R$/l;2,838;0,168;2,379;3,699;0,395;0,059;2,443;0,115;2,116;2,961;0,047;
27/10/2013;2013-11-02;GLP;7988;R$/13Kg;42,277;4,329;28,000;62,000;12,044;0,102;30,233;5,153;14,996;45,000;0,170;
27/10/2013;2013-11-02;GNV;519;R$/m3;1,783;0,186;1,389;2,699;0,410;0,104;1,373;0,184;1,011;1,977;0,134;
27/10/2013;2013-11-02;OLEO DIESEL;6237;R$/l;2,333;0,117;1,989;3,060;0,286;0,050;2,047;0,084;1,846;2,656;0,041;
27/10/2013;2013-11-02;OLEO DIESEL S10;2975;R$/l;2,430;0,119;2,199;3,150;0,275;0,049;2,155;0,085;1,980;2,674;0,039;
03/11/2013;2013-11-09;ETANOL HIDRATADO;8022;R$/l;1,924;0,287;1,399;2,999;0,292;0,149;1,632;0,237;1,250;2,342;0,145;
03/11/2013;2013-11-09;GASOLINA COMUM;8648;R$/l;2,838;0,169;2,359;3,990;0,392;0,060;2,446;0,114;2,025;2,961;0,047;
03/11/2013;2013-11-09;GLP;7992;R$/13Kg;42,317;4,339;28,000;62,000;11,899;0,103;30,418;5,225;15,930;45,000;0,172;
03/11/2013;2013-11-09;GNV;518;R$/m3;1,790;0,182;1,399;2,430;0,427;0,102;1,363;0,157;1,011;1,951;0,115;
03/11/2013;2013-11-09;OLEO DIESEL;6227;R$/l;2,332;0,116;2,049;3,060;0,283;0,050;2,049;0,083;1,720;2,656;0,041;
03/11/2013;2013-11-09;OLEO DIESEL S10;2940;R$/l;2,426;0,121;2,029;3,100;0,271;0,050;2,155;0,083;1,924;2,674;0,039;
10/11/2013;2013-11-16;ETANOL HIDRATADO;8026;R$/l;1,928;0,284;1,379;2,999;0,297;0,147;1,631;0,235;1,240;2,416;0,144;
10/11/2013;2013-11-16;GASOLINA COMUM;8644;R$/l;2,839;0,168;2,359;3,990;0,395;0,059;2,444;0,116;2,025;2,961;0,047;
10/11/2013;2013-11-16;GLP;7989;R$/13Kg;42,294;4,403;28,000;62,000;12,036;0,104;30,258;5,232;15,930;45,000;0,173;
10/11/2013;2013-11-16;GNV;540;R$/m3;1,795;0,178;1,389;2,699;0,429;0,099;1,366;0,187;1,011;2,265;0,137;
10/11/2013;2013-11-16;OLEO DIESEL;6160;R$/l;2,332;0,116;1,989;3,060;0,283;0,050;2,049;0,085;1,720;2,656;0,041;
10/11/2013;2013-11-16;OLEO DIESEL S10;3008;R$/l;2,430;0,121;2,029;3,100;0,272;0,050;2,158;0,083;1,908;2,674;0,038;
17/11/2013;2013-11-23;ETANOL HIDRATADO;8017;R$/l;1,933;0,282;1,499;2,999;0,289;0,146;1,644;0,230;1,230;2,342;0,140;
17/11/2013;2013-11-23;GASOLINA COMUM;8639;R$/l;2,840;0,167;2,339;3,990;0,395;0,059;2,445;0,115;2,110;2,941;0,047;
17/11/2013;2013-11-23;GLP;7989;R$/13Kg;42,360;4,384;28,000;62,000;12,060;0,103;30,300;5,227;16,500;45,000;0,173;
17/11/2013;2013-11-23;GNV;517;R$/m3;1,793;0,181;1,399;2,699;0,426;0,101;1,367;0,201;1,011;2,265;0,147;
17/11/2013;2013-11-23;OLEO DIESEL;6220;R$/l;2,331;0,118;1,989;3,060;0,279;0,051;2,052;0,083;1,720;2,647;0,040;
17/11/2013;2013-11-23;OLEO DIESEL S10;2989;R$/l;2,428;0,121;2,026;3,100;0,269;0,050;2,159;0,084;1,975;2,675;0,039;
24/11/2013;2013-11-30;ETANOL HIDRATADO;8025;R$/l;1,945;0,277;1,420;2,999;0,288;0,142;1,657;0,226;1,300;2,319;0,136;
24/11/2013;2013-11-30;GASOLINA COMUM;8643;R$/l;2,849;0,161;2,330;3,990;0,402;0,057;2,447;0,114;2,150;2,941;0,047;
24/11/2013;2013-11-30;GLP;7988;R$/13Kg;42,377;4,434;28,000;62,000;11,994;0,105;30,383;5,253;16,500;45,000;0,173;
24/11/2013;2013-11-30;GNV;497;R$/m3;1,790;0,185;1,389;2,699;0,404;0,103;1,386;0,207;1,011;2,265;0,149;
24/11/2013;2013-11-30;OLEO DIESEL;6157;R$/l;2,332;0,118;1,990;3,060;0,281;0,051;2,051;0,081;1,720;2,647;0,039;
24/11/2013;2013-11-30;OLEO DIESEL S10;3032;R$/l;2,429;0,120;2,139;3,100;0,275;0,049;2,154;0,083;1,997;2,675;0,039;
01/12/2013;2013-12-07;ETANOL HIDRATADO;7995;R$/l;1,996;0,263;1,579;3,020;0,306;0,132;1,690;0,222;1,298;2,437;0,131;
01/12/2013;2013-12-07;GASOLINA COMUM;8624;R$/l;2,933;0,159;2,419;4,079;0,444;0,054;2,489;0,121;2,131;2,996;0,049;
01/12/2013;2013-12-07;GLP;7979;R$/13Kg;42,418;4,312;28,000;62,000;12,141;0,102;30,277;5,121;16,500;45,000;0,169;
01/12/2013;2013-12-07;GNV;514;R$/m3;1,806;0,203;1,349;2,699;0,435;0,112;1,371;0,198;1,011;2,265;0,144;
01/12/2013;2013-12-07;OLEO DIESEL;6150;R$/l;2,445;0,134;2,099;3,250;0,348;0,055;2,097;0,103;1,720;2,711;0,049;
01/12/2013;2013-12-07;OLEO DIESEL S10;3138;R$/l;2,542;0,141;2,239;3,390;0,343;0,055;2,199;0,106;1,924;2,675;0,048;
08/12/2013;2013-12-14;ETANOL HIDRATADO;7989;R$/l;2,016;0,255;1,579;3,020;0,300;0,126;1,716;0,216;1,297;2,368;0,126;
08/12/2013;2013-12-14;GASOLINA COMUM;8633;R$/l;2,947;0,156;2,499;4,079;0,435;0,053;2,512;0,113;2,160;2,996;0,045;
08/12/2013;2013-12-14;GLP;7978;R$/13Kg;42,409;4,346;28,000;62,000;11,947;0,102;30,462;5,127;16,500;45,000;0,168;
08/12/2013;2013-12-14;GNV;520;R$/m3;1,812;0,207;1,389;2,699;0,444;0,114;1,368;0,196;1,034;2,229;0,143;
08/12/2013;2013-12-14;OLEO DIESEL;6192;R$/l;2,464;0,129;2,040;3,250;0,331;0,052;2,133;0,104;1,720;2,711;0,049;
08/12/2013;2013-12-14;OLEO DIESEL S10;3158;R$/l;2,572;0,130;2,250;3,390;0,322;0,051;2,250;0,104;1,949;2,675;0,046;
15/12/2013;2013-12-21;ETANOL HIDRATADO;7979;R$/l;2,029;0,250;1,639;3,028;0,286;0,123;1,743;0,209;1,298;2,424;0,120;
15/12/2013;2013-12-21;GASOLINA COMUM;8638;R$/l;2,947;0,154;2,490;4,069;0,418;0,052;2,529;0,110;2,150;3,037;0,043;
15/12/2013;2013-12-21;GLP;7983;R$/13Kg;42,463;4,342;28,000;62,000;12,090;0,102;30,373;5,156;14,663;45,190;0,170;
15/12/2013;2013-12-21;GNV;507;R$/m3;1,809;0,202;1,399;2,699;0,447;0,112;1,362;0,186;1,037;2,229;0,137;
15/12/2013;2013-12-21;OLEO DIESEL;6185;R$/l;2,473;0,122;2,036;3,270;0,309;0,049;2,164;0,091;1,871;2,779;0,042;
15/12/2013;2013-12-21;OLEO DIESEL S10;3165;R$/l;2,580;0,127;2,159;3,390;0,293;0,049;2,287;0,091;2,013;2,808;0,040;
22/12/2013;2013-12-28;ETANOL HIDRATADO;7993;R$/l;2,035;0,246;1,649;3,028;0,282;0,121;1,753;0,207;1,298;2,424;0,118;
22/12/2013;2013-12-28;GASOLINA COMUM;8638;R$/l;2,951;0,153;2,499;4,069;0,417;0,052;2,534;0,106;2,180;3,037;0,042;
22/12/2013;2013-12-28;GLP;7993;R$/13Kg;42,480;4,370;28,000;62,000;12,192;0,103;30,288;5,167;14,663;45,190;0,171;
22/12/2013;2013-12-28;GNV;509;R$/m3;1,818;0,209;1,389;2,699;0,433;0,115;1,385;0,178;1,011;2,009;0,129;
22/12/2013;2013-12-28;OLEO DIESEL;6115;R$/l;2,475;0,123;2,052;3,270;0,306;0,050;2,169;0,087;1,886;2,779;0,040;
22/12/2013;2013-12-28;OLEO DIESEL S10;3208;R$/l;2,579;0,127;2,279;3,390;0,297;0,049;2,282;0,093;2,010;2,808;0,041;
29/12/2013;2014-01-04;ETANOL HIDRATADO;7981;R$/l;2,040;0,248;1,620;3,020;0,282;0,122;1,758;0,211;1,298;2,424;0,120;
29/12/2013;2014-01-04;GASOLINA COMUM;8637;R$/l;2,954;0,155;2,539;4,069;0,415;0,052;2,539;0,108;2,200;3,032;0,043;
29/12/2013;2014-01-04;GLP;7986;R$/13Kg;42,484;4,311;27,000;62,000;12,071;0,101;30,413;5,231;14,663;45,000;0,172;
29/12/2013;2014-01-04;GNV;505;R$/m3;1,815;0,207;1,399;2,890;0,416;0,114;1,399;0,155;1,034;1,830;0,111;
29/12/2013;2014-01-04;OLEO DIESEL;6137;R$/l;2,476;0,124;2,130;3,270;0,305;0,050;2,171;0,086;1,899;2,779;0,040;
29/12/2013;2014-01-04;OLEO DIESEL S10;3211;R$/l;2,582;0,129;2,245;3,390;0,291;0,050;2,291;0,088;1,989;2,795;0,038;
05/01/2014;2014-01-11;ETANOL HIDRATADO;7983;R$/l;2,047;0,246;1,620;3,020;0,283;0,120;1,764;0,212;1,298;2,424;0,120;
05/01/2014;2014-01-11;GASOLINA COMUM;8634;R$/l;2,957;0,155;2,549;4,069;0,410;0,052;2,547;0,108;2,200;3,032;0,042;
05/01/2014;2014-01-11;GLP;7989;R$/13Kg;42,494;4,352;27,000;62,000;12,122;0,102;30,372;5,241;14,663;45,000;0,173;
05/01/2014;2014-01-11;GNV;532;R$/m3;1,823;0,205;1,389;2,890;0,478;0,112;1,345;0,172;1,034;1,878;0,128;
05/01/2014;2014-01-11;OLEO DIESEL;6084;R$/l;2,484;0,124;2,130;3,270;0,304;0,050;2,180;0,086;1,899;2,779;0,039;
05/01/2014;2014-01-11;OLEO DIESEL S10;3273;R$/l;2,591;0,128;2,279;3,390;0,297;0,049;2,294;0,088;2,039;2,795;0,038;
12/01/2014;2014-01-18;ETANOL HIDRATADO;7971;R$/l;2,044;0,250;1,670;3,020;0,273;0,122;1,771;0,216;1,400;2,481;0,122;
12/01/2014;2014-01-18;GASOLINA COMUM;8635;R$/l;2,954;0,157;2,528;4,090;0,402;0,053;2,552;0,109;2,260;3,061;0,043;
12/01/2014;2014-01-18;GLP;7986;R$/13Kg;42,481;4,393;27,000;62,000;11,918;0,103;30,563;5,270;14,663;45,000;0,172;
12/01/2014;2014-01-18;GNV;508;R$/m3;1,822;0,207;1,339;2,480;0,440;0,114;1,382;0,195;1,031;1,995;0,141;
12/01/2014;2014-01-18;OLEO DIESEL;6177;R$/l;2,486;0,124;2,130;3,310;0,290;0,050;2,196;0,091;1,895;2,850;0,041;
12/01/2014;2014-01-18;OLEO DIESEL S10;3239;R$/l;2,589;0,127;2,289;3,390;0,284;0,049;2,305;0,084;2,090;2,666;0,036;
19/01/2014;2014-01-25;ETANOL HIDRATADO;7964;R$/l;2,050;0,248;1,669;3,020;0,275;0,121;1,775;0,214;1,400;2,448;0,121;
19/01/2014;2014-01-25;GASOLINA COMUM;8635;R$/l;2,960;0,156;2,529;4,090;0,405;0,053;2,555;0,108;2,222;3,061;0,042;
19/01/2014;2014-01-25;GLP;7982;R$/13Kg;42,486;4,395;27,000;62,000;11,780;0,103;30,706;5,232;14,663;45,000;0,170;
19/01/2014;2014-01-25;GNV;547;R$/m3;1,834;0,201;1,399;2,899;0,424;0,110;1,410;0,185;1,031;1,995;0,131;
19/01/2014;2014-01-25;OLEO DIESEL;6090;R$/l;2,487;0,124;2,150;3,310;0,292;0,050;2,195;0,090;1,881;2,850;0,041;
19/01/2014;2014-01-25;OLEO DIESEL S10;3352;R$/l;2,595;0,127;2,289;3,390;0,284;0,049;2,311;0,080;2,090;2,666;0,035;
26/01/2014;2014-02-01;ETANOL HIDRATADO;7967;R$/l;2,050;0,249;1,555;3,020;0,274;0,121;1,776;0,221;1,450;2,420;0,124;
26/01/2014;2014-02-01;GASOLINA COMUM;8635;R$/l;2,956;0,157;2,529;4,099;0,402;0,053;2,554;0,110;2,245;3,062;0,043;
26/01/2014;2014-02-01;GLP;7988;R$/13Kg;42,487;4,399;28,000;65,000;11,981;0,104;30,506;5,238;17,200;53,000;0,172;
26/01/2014;2014-02-01;GNV;504;R$/m3;1,822;0,209;1,399;2,899;0,393;0,115;1,429;0,195;1,032;1,995;0,136;
26/01/2014;2014-02-01;OLEO DIESEL;6144;R$/l;2,487;0,125;2,099;3,310;0,290;0,050;2,197;0,090;1,904;2,800;0,041;
26/01/2014;2014-02-01;OLEO DIESEL S10;3351;R$/l;2,590;0,127;2,279;3,390;0,281;0,049;2,309;0,086;1,990;2,900;0,037;
02/02/2014;2014-02-08;ETANOL HIDRATADO;7965;R$/l;2,049;0,248;1,599;3,020;0,272;0,121;1,777;0,219;1,470;2,420;0,123;
02/02/2014;2014-02-08;GASOLINA COMUM;8631;R$/l;2,955;0,156;2,499;4,099;0,400;0,053;2,555;0,109;2,245;3,062;0,043;
02/02/2014;2014-02-08;GLP;7990;R$/13Kg;42,590;4,418;28,000;65,000;12,098;0,104;30,492;5,150;17,555;53,000;0,169;
02/02/2014;2014-02-08;GNV;524;R$/m3;1,828;0,210;1,399;2,899;0,423;0,115;1,405;0,202;1,031;1,995;0,144;
02/02/2014;2014-02-08;OLEO DIESEL;6104;R$/l;2,489;0,124;2,149;3,310;0,293;0,050;2,196;0,089;1,904;2,800;0,041;
02/02/2014;2014-02-08;OLEO DIESEL S10;3373;R$/l;2,596;0,126;2,299;3,390;0,282;0,049;2,314;0,085;2,105;2,900;0,037;
09/02/2014;2014-02-15;ETANOL HIDRATADO;7948;R$/l;2,054;0,249;1,599;3,020;0,271;0,121;1,783;0,217;1,475;2,440;0,122;
09/02/2014;2014-02-15;GASOLINA COMUM;8637;R$/l;2,953;0,158;2,499;4,099;0,395;0,054;2,558;0,112;2,224;3,306;0,044;
09/02/2014;2014-02-15;GLP;7985;R$/13Kg;42,638;4,408;28,000;65,000;12,017;0,103;30,621;5,256;14,663;45,000;0,172;
09/02/2014;2014-02-15;GNV;527;R$/m3;1,821;0,207;1,439;2,899;0,422;0,114;1,399;0,164;1,032;1,995;0,117;
09/02/2014;2014-02-15;OLEO DIESEL;6149;R$/l;2,490;0,127;2,150;3,310;0,291;0,051;2,199;0,090;1,950;2,962;0,041;
09/02/2014;2014-02-15;OLEO DIESEL S10;3349;R$/l;2,596;0,128;2,299;3,390;0,279;0,049;2,317;0,087;2,098;3,071;0,038;
